r2,loss,bias,var,knn,size
16.900000000000006,3.1622475,2.0084737625,1.1537737375,2.0,1000.0
15.200000000000003,3.3846974999999997,1.9679182375,1.4167792625000002,4.0,1000.0
16.000000000000004,3.5283625,2.0864635375,1.4418989624999998,6.0,1000.0
16.500000000000004,3.6386525,2.2437788625,1.3948736375000002,8.0,1000.0
17.300000000000004,3.7510450000000004,2.38863575,1.3624092499999996,10.0,1000.0
