r2,loss,bias,var,knn,size
40.55,1.0,1.0,0.2312,2.0,100.0
39.300000000000004,1.0,1.0,0.28471749999999996,4.0,100.0
42.05,1.0,1.0,0.29836749999999995,6.0,100.0
45.050000000000004,1.0,1.0,0.31266,8.0,100.0
46.699999999999996,1.0,1.0,0.32415999999999995,10.0,100.0
