r2,loss,bias,var,knn,size
78.5,1.0,1.0,0.30928249999999996,1.0,5.0
84.0,1.0,1.0,0.42244000000000004,2.0,5.0
84.1,1.0,1.0,0.5814499999999999,3.0,5.0
89.9,1.0,1.0,0.655,4.0,5.0
